date,close,currency,unit,benchmark,source
1971-07-19,41.01,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-20,40.975,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-21,41.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-22,41.59,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-23,41.58,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-26,41.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-27,41.975,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-28,42.09,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-29,42.21,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-07-30,42.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-02,42.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-03,42.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-04,42.19,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-05,42.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-06,42.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-09,42.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-10,43.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-11,42.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-12,43.225,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-13,43.275,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-18,43.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-19,43.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-20,43.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-23,43.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-24,43.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-25,43.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-26,42.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-27,41.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-08-31,41.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-01,40.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-02,41.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-03,41.725,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-06,41.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-07,41.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-08,41.325,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-09,41.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-10,41.575,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-13,41.59,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-14,41.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-15,41.89,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-16,42.225,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-17,42.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-20,42.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-21,42.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-22,42.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-23,42.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-24,42.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-27,42.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-28,42.725,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-29,42.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-09-30,42.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-01,42.175,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-04,42.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-05,42.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-06,42.44,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-07,42.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-08,42.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-11,42.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-12,42.525,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-13,42.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-14,42.54,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-15,42.575,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-18,42.51,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-19,42.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-20,42.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-21,42.525,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-22,42.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-25,42.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-26,42.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-27,42.51,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-28,42.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-10-29,42.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-01,42.125,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-02,42.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-03,42.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-04,42.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-05,42.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-08,42.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-09,42.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-10,42.625,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-11,42.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-12,42.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-15,42.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-16,43.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-17,42.81,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-18,43.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-19,43.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-22,43.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-23,43.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-24,43.375,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-25,43.64,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-26,43.325,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-29,43.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-11-30,43.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-01,43.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-02,43.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-03,43.725,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-06,43.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-07,43.875,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-08,43.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-09,43.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-10,43.675,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-13,43.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-14,43.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-15,43.61,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-16,43.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-17,43.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-20,42.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-21,42.95,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-22,43.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-23,43.525,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-24,43.29,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-28,43.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-29,43.525,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1971-12-30,43.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-03,43.725,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-04,44.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-05,44.425,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-06,44.875,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-07,45.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-10,45.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-11,45.34,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-12,45.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-13,45.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-14,45.725,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-17,45.975,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-18,46.09,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-19,45.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-20,45.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-21,45.89,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-24,45.925,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-25,46.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-26,46.075,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-27,46.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-28,47.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-01-31,46.95,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-01,47.49,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-02,48.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-03,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-04,47.55,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-07,47.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-08,48.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-09,47.925,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-10,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-11,48.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-14,48.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-15,47.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-16,48.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-17,48.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-18,48.24,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-21,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-22,48.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-23,48.625,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-24,48.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-25,48.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-28,48.49,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-02-29,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-01,47.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-02,48.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-03,48.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-06,48.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-07,48.275,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-08,48.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-09,48.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-10,48.225,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-13,48.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-14,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-15,48.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-16,48.47,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-17,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-20,48.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-21,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-22,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-23,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-24,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-27,48.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-28,48.225,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-29,48.425,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-03-30,48.375,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-04,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-05,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-06,48.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-07,48.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-10,48.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-11,48.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-12,48.81,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-13,49.425,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-14,49.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-17,49.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-18,49.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-19,49.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-20,49.425,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-21,49.375,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-24,49.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-25,49.21,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-26,49.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-27,49.375,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-04-28,49.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-01,50.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-02,50.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-03,50.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-04,50.35,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-05,50.525,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-08,51.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-09,54.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-10,53.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-11,53.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-12,52.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-15,52.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-16,54.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-17,57.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-18,57.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-19,56.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-22,57.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-23,57.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-24,56.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-25,56.925,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-26,57.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-30,58.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-05-31,59.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-01,58.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-02,59.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-05,59.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-06,59.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-07,64.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-08,66.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-09,65.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-12,59.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-13,63.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-14,60.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-15,61.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-16,61.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-19,60.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-20,61.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-21,61.125,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-22,61.475,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-23,64.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-26,63.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-27,62.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-28,63.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-29,65.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-06-30,64.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-03,64.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-04,65.5,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-05,65.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-06,65.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-07,65.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-10,65.05,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-11,65.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-12,64.85,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-13,65.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-14,65.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-17,65.2,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-18,65.6,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-19,65.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-20,64.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-21,65.3,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-24,65.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-25,65.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-26,65.575,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-27,65.65,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-28,67.45,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-07-31,68.9,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-01,68.8,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-02,70.0,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-03,68.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-04,67.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-07,68.4,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-08,66.25,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-09,65.7,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-10,66.15,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-11,66.1,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-14,64.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
1972-08-15,65.75,USD,USD/troy_ounce,LBMA Gold Price AM archive,Public historical LBMA AM archive
